brand_raw,brand_slug,product_name_raw,product_name_norm,url,image_url,form_guess,life_stage_guess,ingredients_raw,ingredients_language,kcal_per_100g,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,pack_sizes,gtin,source,ingested_at,row_hash,product_key_candidate
Barking Heads,Barking Heads,big foot puppy days dry,big foot days,https://www.allaboutdogfood.co.uk/dog-food-reviews/0059/barking-heads-big-foot-puppy-days-dry,,wet,puppy,"Turkey 60% (33% Freshly Prepared Free Run Turkey, 23% Dried Turkey, 4% Turkey Gravy), Sweet Potato (14%), Potato, Peas (10%), Potato Protein, Lucerne, Salmon Oil (1%), Minerals, Yeast Products (1000mg/kg), Chicory Root Extract (FOS 1000mg/kg), Seaweed, Glucosamine (500mg/kg), Dried Carrot (500mg/kg), Mixed Herbs (Peppermint, Rosemary, Oregano, Thyme) 500mg, Beta Glucans (300mg/kg), Chondroitin Sulphate (150mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.443068,a1c2942c3280c2df65cd692bb666ed60,53927591099e2c30
Wolf of Wilderness,Wolf of Wilderness,the taste of mini kibbles,the taste of mini kibbles,https://www.allaboutdogfood.co.uk/dog-food-reviews/2190/wolf-of-wilderness-the-taste-of-mini-kibbles,,wet,adult,"Fresh Salmon (20%), Peas (Shelled), Fresh Reindeer (10%), Fresh Chicken (10%), Salt Water Fish (Dried, 10%), Amaranth, Field Beans (Shelled), Poultry Protein (Dried 6.5%), Chickpeas, Dried Beet Pulp (De-Sugared), Poultry Fat (4%), Brewer's Yeast (Dried, Sources of Beta-Glucans and Mannan-Oligosaccharides), Linseed, Carob (Dried), Egg (Dried, 1.3%), Salmon Oil (1%), Poultry Liver (Hydrolysed), Dicalcium Phosphate, Fruits of the Forest Mixed Berries (0.3%, Rosehips, Blueberries (0.03%), Blackcurrants), Potassium Chloride, Sodium Chloride, Herbs (0.2%, Dried: Nettle Leaves, Camomile, Blackberry Leaves, Yarrow, Dandelion Root), Chicory Inulin (0.1%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.443251,301010f0743120a68cb7de15c1f44479,5a988e333aee8a14
Gentle,Gentle,small bites,bites,https://www.allaboutdogfood.co.uk/dog-food-reviews/3141/gentle-small-bites,,wet,senior,"Dried Ground Chicken Meat (28%), Brown Rice (28%), Dried Ground Duck Meat (9%), Herring Oil (6.5%), Maize Germ (5%), Rice Germ (5%), Rapeseed Oil (3%), Linseed Oil (3%), Beet Vulgaris (3%), Sea Algae (2%), Dried Vegetable Mixture (Parsnip, Chard, Celery, Chicory, Parsley Roots) 1.5%, Dried Herb Mixture (Stinging Nettle, Fennel, Caraway, Chamomile) 1%, Dried Egg Yolk (1%), Yucca Schidigera (Dried and Ground) 1%, Silica (0.8%), Green Mineral Clay (0.6%), Green Lipped Mussel Meat (0.5%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.443338,826fe16c9bc114584abc64b19e47c740,a4ce115697e0b12c
Fish4Dogs,Fish4Dogs,superior puppy complete,superior complete,https://www.allaboutdogfood.co.uk/dog-food-reviews/0699/fish4dogs-superior-puppy-complete,,wet,puppy,"Salmon (min 26%), Potato (min 26%), Salmon Meal (22%), Salmon Oil (11.3%), Pea Starch (8.2%), Salmon Digest (1.8%), Pea Fibre (1.3%), Seaweed Meal, Yeast Extract, Malt Extract, Potassium Chloride, Green-Lipped Mussel  Extract, Spirulina.",en,,,,,,,,,aadf,2025-09-12T08:53:18.443442,76c316b29a2ca9f9b61ea76a3251b1a8,77b862c13eaf33b0
Ava,Ava,breed health german shepherd dry,breed health german shepherd,https://www.allaboutdogfood.co.uk/dog-food-reviews/1856/ava-breed-health-german-shepherd-dry,,wet,unknown,"Salmon Meal (21.0%), Sweet Potato (20.5%), Salmon (18.8%), Potato (12.0%), Beet Pulp (6.8%), Peas, Carrots, Salmon Oil (3.4%), Salmon Stock (2.6%), Brewers Yeast, Minerals, Egg, Sunflower Oil, Chicory Inulin (a Source of Prebiotic Fructooligosaccharides (2, 000mg/kg), Yeasts (1375mg/kg), Glucosamine (700mg/kg), Chondroitin Sulphate (500mg/kg), Yucca Schidigera Extract (250mg/kg), Cranberry Extract (180mg/kg), Pomegranate Extract (90mg/kg), Green Tea Extract (90mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.443591,c716602b73b698a92c8aa92562cd7155,30b75c8ca51e48af
Bob and Lush,Bob and Lush,light and tasty kibble,light and tasty kibble,https://www.allaboutdogfood.co.uk/dog-food-reviews/2457/bob-and-lush-light-and-tasty-kibble,,dry,unknown,"Potato, Sweet Potato, Peas, Salmon, Chickpeas, Lentils, Olive Oil, Brewer's Yeast, Vegetable Stock, Minerals, Quinoa, Vitamins, Seaweed, Broccoli, Acai Berry, Chia Seed and Turmeric.",en,,,,,,,,,aadf,2025-09-12T08:53:18.443673,a124a9c084725a5effec2d4872f9094a,8fd33855fb9d3a12
Europa,Europa,adult nutrition chicken and rice,nutrition and rice,https://www.allaboutdogfood.co.uk/dog-food-reviews/0907/europa-adult-nutrition-chicken-and-rice,,wet,adult,"Maize, White Rice (30%), Poultry Meal (21%), Poultry Fat, Sugar Beet Pulp (4.5%), Brewers Yeast, Linseed, Seaweed, Chicken Hydrolysate, Minerals, Vitamins, Yucca Schidigera Extract (0.02%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.443866,c1c54591ccfd495724f0959f27232e1a,6d89ac7208ad21cd
Husse,Husse,kalv chunks in gravy,kalv chunks in gravy,https://www.allaboutdogfood.co.uk/dog-food-reviews/0807/husse-kalv-chunks-in-gravy,,wet,adult,"Meat 42% (of which Veal 5.5%), Beef Gravy 30%, Cereals, Eggs, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.443940,8cb8a240aad0fd50d8e5d3788dd7e0e3,1bc085ec3ee2b1bf
Omni,Omni,sensitive adult,sensitive,https://www.allaboutdogfood.co.uk/dog-food-reviews/4003/omni-sensitive-adult,,dry,adult,"Sweet Potato, Peas, Lupin Beans, Potato Protein, Pea Protein, Rapeseed Oil, Beet Pulp, Flax Seed, Vegetable Gravy, Minerals, Brewers Yeast, Carob Flour, Prebiotic FOS, Yeast Hydrolysate (0.5% Natural Source of MOS and Beta Glucans), Apple, Vegan Dha Omega 3 Supplement (0.1%), Carrots, Tomatoes, Mixed Herbs (Thyme, Marjoram, Oregano, Sage, Parsley).",en,,,,,,,,,aadf,2025-09-12T08:53:18.444019,232b2441e4765f045496fa0984666e5e,4808e7b3f22a9d8b
Eukanuba,Eukanuba,natureplus grain free adult,natureplus grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/1734/eukanuba-natureplus-grain-free-adult,,dry,adult,"Dried Chicken and Turkey, Pea Flour, Potato Flour, Freshly Frozen Atlantic Salmon (10%), Animal Fat, Beet Pulp Flour (3.4%), Fish Gravy (2%), Ocean Fish Meal (2%), Minerals (Including Sodium Hexametaphosphate), Dried Apple Pulp (0.5%), Dried Carrots (0.5%), Dried Green Peas (0.4%), Brewer's Dried Yeast, Fructooligosaccharides (0.28%), Dried Spinach (0.2%), Dried Tomatoes (0.2%), Linseed.",en,,,,,,,,,aadf,2025-09-12T08:53:18.444119,63d68ad986fb666635ef618adebd5473,9ceef8bc8a2a8e97
Primal,Primal,spirit complete oceanland,spirit complete oceanland,https://www.allaboutdogfood.co.uk/dog-food-reviews/4263/primal-spirit-complete-oceanland,,dry,unknown,"45.4% Fresh Fish, 20.8% Fresh Chicken, 20.5% Rice, 4% Beet Pulp, 3.5% Brewers Yeast, 2.5% Pumpkin, 1.45% Pear, 1% Pineapple, 0.25% Thyme, 0.25% Coriander, 0.25% Turmeric.",en,,,,,,,,,aadf,2025-09-12T08:53:18.444205,7a73db411c0ae08323a8041d4e55fa19,dbbc35b623827c67
Webbox,Webbox,natural tray adult,natural tray,https://www.allaboutdogfood.co.uk/dog-food-reviews/1646/webbox-natural-tray-adult,,wet,adult,"Chicken (60%), Carrots (4%), Peas (4% from Dehydrated), Brown Rice (4%), Minerals, Chicory Extract (0.2%), Sage (0.1%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.444282,f5d9f23d548f4c5808d9e94f069fe1ed,ae79146c86200c4d
Lifestage,Lifestage,grain free adult dry food,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/2148/lifestage-grain-free-adult-dry-food,,wet,adult,"Lamb 50% (Freshly Prepared Lamb 25%, Lamb Meal 18%, Lamb Fat 5%, Lamb Gravy 2%), Sweet Potato (23%), Peas (9%), Potato, Pea Protein, Linseed (2.5%), Beet Pulp (2%), Vegetable Stock, Minerals, Omega 3 Supplement, Mint (0.2%), Fructooligosaccharides (0.01%), Mannanoligosaccharides.",en,,,5.0,,,,,,aadf,2025-09-12T08:53:18.444396,06ad8c3b51ceedf7c75520832c0c1d6c,990d6d86edc2d401
Dr Veneta,Dr Veneta,freeze dried stay calm,stay calm,https://www.allaboutdogfood.co.uk/dog-food-reviews/4283/dr-veneta-freeze-dried-stay-calm,,freeze_dried,unknown,"Turkey (75.2%), Apple (10%), Turkey Liver (5%), Pear (5%), Strawberry (2%), Beet Pulp, Seaweed, Fermented Saccharomyces Cerevisiae, Marine Collagen, Chicory Root, Glucosamine, Chondroitin Sulphate, Yucca, Dandelion Root, Green Tea, Hawthorn Leaf, Nettle, Rosehip, Parsley, Chamomile, Lemon Balm.",en,,,,,,,,,aadf,2025-09-12T08:53:18.444523,8018835dac6a2921b66dcd265cb945e0,53449ea6574e1d58
Gelert,Gelert,country choice maintenance adult,country choice maintenance,https://www.allaboutdogfood.co.uk/dog-food-reviews/0380/gelert-country-choice-maintenance-adult,,dry,adult,"White Rice (30%), Chicken Meat Meal (20%), Maize, Barley, Dried Maize Protein (5%), Dried Brewer's Yeast, Chicken Fat (5%), Flaxseed Oil (1.5%), Chicken Digest (1%), Minerals, Prebiotic MOS (Mannan-Oligosaccharide), Glucosamine (175 mg/kg), Chondroitin (125 mg/kg), Yucca Extract (500 mg/kg), Cranberry (100 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.444608,8b4cdc53873a3141ac3cf5f67aba32e8,06df3be48409a1f6
Natural,Natural,instinct puppy,instinct,https://www.allaboutdogfood.co.uk/dog-food-reviews/0436/natural-instinct-puppy,,raw,puppy,"Chicken 55%, Beef Green Tripe 15%, Beef Heart 5%, Beef Liver 5%, Chicken Heart 5%, Apple, Butternut Squash, Carrot, Kelp, Salmon Oil, Wheatgrass",en,,,,,,,,,aadf,2025-09-12T08:53:18.444676,32af3087444817c9e3b92ecb11481ca1,e6943dc86ddf81ce
Husse,Husse,valp mini,valp mini,https://www.allaboutdogfood.co.uk/dog-food-reviews/0806/husse-valp-mini,,wet,adult,"Chicken Meal 38%, Rice, Pork Fat, Wheat Meal, Wheat, Linseed, Vegetable Fibres, Hydrolysed Animal Protein, Salmon Meal 2%, Salmon Oil, Yeast, Dried Whole Eggs, Fructo-Oligosaccharides (0.5%), Potassium Chloride, Vegetable Oil, Mannan-Oligosaccharides, Lecithin, Fatty Acid Salt, Sea Algae, Tagetes.",en,,,,,,,,,aadf,2025-09-12T08:53:18.444820,a89b91395182c72837161e47964e34bb,2041a8f1e4b8b9d1
Lovejoys,Lovejoys,original wet senior  light,original light,https://www.allaboutdogfood.co.uk/dog-food-reviews/1830/lovejoys-original-wet-senior--light,,wet,senior,"Chicken 55.0%, Brown Rice 6%, Carrots 3%, Peas 3% Mixed Herbs 0.5%, Salmon Oil 0.35%, Seaweed (55.6mg/kg), Glucosamine (38.9mg/kg), Chondroitin (22.2mg/kg), Yucca Extract (22.2mg/kg), Cranberry Extract (22.2mg/kg), Yeast Extract: High Nucleotide (11.1mg/kg) & Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.444920,030eb22a4835a048c7273f86d8601f0d,b02f24a8b1d2aa73
Husse,Husse,optimal mini,optimal mini,https://www.allaboutdogfood.co.uk/dog-food-reviews/0798/husse-optimal-mini,,dry,unknown,"Chicken Meal 32%, Rice, Wheat, Pork Fat, Vegetable Fibers, Fish, Hydrolyzed Animal Protein, Linseed, Salmon Oil, Yeast, Salt, Whole Eggs, Fructo-Oligosaccharides (0.3%), Potassium Chloride, Lecithin, Tagetes, Sea Algae, Grape Seed.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445012,d35e4be5bf205860881485352a940f22,241b2beb1563b7a8
Lupo,Lupo,sensitive 20 8 dry food,sensitive 20 8,https://www.allaboutdogfood.co.uk/dog-food-reviews/0625/lupo-sensitive-20-8-dry-food,,wet,unknown,"Potato Flour 36%, Dried Chicken Meat (Ground) 29%, Parsnips (Dried & Ground), Beet Pulp, Milk Thistle 5%, Cold-Pressed Blended Vegetable Oil 4.5% (Linseed, Rapeseed, Borage Oil), Seaweed Meal, Salmon Oil 1.5%, Dried Moor Extract 1.5%, Dried Chicory 1.5%, Mineral Clay 1%, Dried Nettle Leaves 1%, Dried Dandelion Leaves 1%, Yucca Schidigera.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445116,5eb074b9b840a72fefb13dc76d25c1b8,b24319638fc95c25
Wolf of Wilderness,Wolf of Wilderness,the taste of tins,the taste of tins,https://www.allaboutdogfood.co.uk/dog-food-reviews/2249/wolf-of-wilderness-the-taste-of-tins,,wet,adult,"52% Chicken (Heart, Liver, Gizzards), 24.1% Meat and Fish Stock, 10% Reindeer (MeatY Bones, Offal), 10% Salmon, 2% Blueberries, 1% Salmon Oil, 0.5% Minerals, 0.1% Powdered Egg Shell, 0.1% Brewer's Yeast, 0.1% Mixed Herbs (Nettle Leaves, Camomile, Blackberry Leaves, Fennel, Caraway, Yarrow), 0.1% Inulin from Chicory.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445271,ae01e9f068f393cdea52f417ee85609d,64b9e0a163c048e7
Nature's Menu,Natures Menu,country hunter nuggets adult,country hunter nuggets,https://www.allaboutdogfood.co.uk/dog-food-reviews/1658/natures-menu-country-hunter-nuggets-adult,,wet,adult,"Lamb 80%, Apple 4%, Mint 4%, Green Beans 4%, Peas 2%, Spinach 1%, Pea Fibre, Sunflower Oil, Minerals, Yeast Products (0.016%), Yucca, Green Tea.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445390,1d6f11521d82a8d12fdde4b9b50efc25,a5651fcbf42a5beb
Prodog,Prodog,raw puppy,,https://www.allaboutdogfood.co.uk/dog-food-reviews/1969/prodog-raw-puppy,,raw,puppy,"45% British Chicken Meat (Includes Ground 10% Chicken Bone), 30% British Pasture Fed Beef Meat, 10% British Beef Liver and Kidney, 10% Seasonal British Vegetables and Berries (5% Leafy Greens, 4% Carrots, 1% Blueberries), 5% Superfoods (3.5% Ground Pumpkin Seeds, 0.5% Wheatgrass, 0.5% Kelp, 0.5% Atlantic Salmon Oil).",en,,,,,,,,,aadf,2025-09-12T08:53:18.445478,b263b47f12928cae23bb12db94fad8ca,0dbb41a4e85f5ae1
Webbox,Webbox,naturals adult pate,naturals pate,https://www.allaboutdogfood.co.uk/dog-food-reviews/1647/webbox-naturals-adult-pate,,wet,adult,"Meat and Animal Derivatives, Fish and Fish Derivatives (Salmon 5%), Minerals, Various Sugars.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445547,af0f020fb9311eb3a54d07d607a38c7f,0eeff610be258072
Naturaw,Naturaw,forage puppy,forage,https://www.allaboutdogfood.co.uk/dog-food-reviews/2989/naturaw-forage-puppy,,raw,puppy,"Free Range Chicken with Meat and Bone 41.8%, British Beef 37.6% (Heart 19.4%, Meat Chunks 9.1%, Liver 9.1%), Sustainably Caught Atlantic Mackerel 6.59%, Organic Broccoli 5.5%, Organic Kale 2.35%, Whole Blackberries 1.8%, Organic British Egg 1.8%, Wheatgrass 0.77%, Sustainably Hand Harvested Organic Scottish Seaweed 0.7%, Organic Pumpkin Seeds 0.31%, Organic Hemp Seeds 0.31%, Sustainably Sourced Scandinavian Blue Mussel (MSC Certified) 0.1%, Cleavers 0.1%, Nettles 0.1%, Pure Yorkshire Sea Salt 0.1%.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445629,0470770a239211ccc19173f0952f79a4,3106e939bff515f0
Vetspec,Vetspec,healthy dog adult formula,healthy dog formula,https://www.allaboutdogfood.co.uk/dog-food-reviews/2116/vetspec-healthy-dog-adult-formula,,wet,adult,"Chicken (26.5%), Chicken Meat Meal (26.4%), Potato (24.4%), Chicken Fat (6.3%), Peas (4.7%), Whole Linseeds, Sugar Beet Pulp, Chicken Digest as Gravy (1.6%), Fish Oil, Calcium Carbonate, Sodium Chloride, Culinary Herbs Blend (Dried Seaweed 0.2%, Chicory Extract 0.08%, Yeast Extract 0.08%, Alfalfa, Yucca Extract, Rosemary, Fennel, Basil, Thyme, Oregano, Parsley, Aniseed), Dl-Methionine.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445741,bbd358bdde49c63eaa860013660ca23e,024a3aec4f6be08f
Mypetsays,Mypetsays,grain free,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/3662/mypetsays-grain-free,,dry,unknown,"Freshly Prepared Chicken 31%, Dried Chicken 21%, Chicken Stock 3%, Sweet Potato 26%, Peas 6%, Potato, Beet Pulp, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Marjoram, Basil, Oregano, Sage, Thyme, Parsley, FOS 96 mg/kg, MOS 24 mg/kg.",en,,,,,,,,,aadf,2025-09-12T08:53:18.445842,469edcd17a1187fe2908a10e920d55f1,b2885e17957b56b9
Wilsons,Wilsons,puppy fresh food,fresh food,https://www.allaboutdogfood.co.uk/dog-food-reviews/4486/wilsons-puppy-fresh-food,,unknown,puppy,"Chicken (Meat 29%, Heart 10%, Liver 10%), Cod (16%), Sweet Potato (12%), Carrot (6%), Quinoa (6%), Peas (5%), Spinach (2%), Salmon Oil (2%), Egg Shells (1%), Seaweed (0.5%), Minerals (1%), Chicory (0.16%), Dl Methionine (0.025%), Mannanoligosaccharides (0.025%), Inulin (0.025%), Glucosamine (0.02%), Chondroitin Sulphate (0.015%), Yucca Schidigera (0.012%), Rosemary and Tocopherol Extracts (0.012%), Selenium Yeast (0.01%), Thyme (0.005%), Carnitine (0.0025%), Cranberry (0.0025%), Dandelion Root (0.0025%), Marigold Yellow (0.0025%), Ginger (0.0025%), Turmeric (0.0025%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.445927,8436f32a185a78b357ad145493298206,84c4d500b704cac0
Ava,Ava,breed health yorkshire terrier dry,breed health yorkshire terrier,https://www.allaboutdogfood.co.uk/dog-food-reviews/1843/ava-breed-health-yorkshire-terrier-dry,,wet,unknown,"Chicken Meal (23.7%), Chicken (18.0%), Brown Rice (14.1%), Beet Pulp (7.0%), Barley (7.0%), Sorghum (7.0%), Chicken Fat (5.4%), Flaked Oats (5.2%), Maize (4.3%), Brewers Yeast, Chicken Gravy (2.1%), Salmon Oil, Minerals, Egg, Chicory Inulin (a Source of Prebiotic Fructooligosaccharides (2, 000mg/kg), Yeasts (1375mg/kg), Marigold Meal, Yucca Schidigera Extract (250mg/kg), Cranberry Extract (180mg/kg), Glucosamine (170mg/kg), Chondroitin Sulphate (130mg/kg), Pomegranate Extract (90mg/kg), Green Tea Extract (90mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.446067,e4b7aed9039f149e2ddcd59cc1d83429,79027aeb0d707997
Essential,Essential,highland living pate,highland living pate,https://www.allaboutdogfood.co.uk/dog-food-reviews/3443/essential-highland-living-pate,,wet,adult,"Turkey Meat (26%), Duck Meat (21%), Turkey Hearts (18%), Carrots (2%), Pea Flour (2%), Cranberry (1%), Blueberry (1%), Goji Berry (1%), Blackberry (1%), Lignocellulose, Calcium Carbonate, Kelp (0.2%), Green Tea (0.2%), Marigold (0.2%), Ginger (0.2%), Spirulina (0.2%).",en,,,,,,,,,aadf,2025-09-12T08:53:18.446148,25bf1cbb2b420a9150a7d43456cef4c6,d3f152d105782f1b
Champers,Champers,adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/1339/champers-adult,,dry,adult,"Wheat, Beef Meal 26%, Barley, Chicken Fat, Chicken Digest 4%, Unmolassed Beef Pulp, Oats, Peas, Lucerne, Calcium Carbonate, Sodium Chloride, Salmon Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446207,9113dce0984d1ab4562f29268ee6275d,d55e31667cc5950d
Country Pursuit,Country Pursuit,maintenance,maintenance,https://www.allaboutdogfood.co.uk/dog-food-reviews/1861/country-pursuit-maintenance,,wet,adult,"Cereals, Meat & Animal Derivatives (minimum 4% Chicken), Derivatives of Vegetable Origin, Vegetable Protein Extracts, Oils & Fats, Fish & Fish Derivatives, Minerals.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446292,5fe287cbebc33bc34eef5ced056ead7b,fa04ff90693464f3
Pitpat,Pitpat,senior dry,,https://www.allaboutdogfood.co.uk/dog-food-reviews/2925/pitpat-senior-dry,,wet,senior,"Whole Grain Corn, Dried Poultry Protein 10.0%, Rice, Beet Fibre, Hydrolysed Poultry Protein, Poultry Fat, Minerals, Chicory Root (Ground), Dried New Zealand Green-Lipped Mussel Meat (Perna Canaliculus).",en,,10.0,,,,,,,aadf,2025-09-12T08:53:18.446356,484c2074d82284d34433b7e6ae297b51,b7771071af5ee8e5
Husse,Husse,valp digest,valp digest,https://www.allaboutdogfood.co.uk/dog-food-reviews/0803/husse-valp-digest,,wet,unknown,"Lamb Meal 23%, Rice, Rice Flour, Chicken Meal 9%, Pork Fat, Linseed, Vegetable Fibres, Hydrolysed Animal Protein, Salmon, Salmon Oil, Yeast, Fructo-Oligosaccharides (0.5%), Potassium Chloride, Vegetable Oil, Lecithin, Fatty Acid Salt, Sea Algae, Tagetes.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446493,cf507d1f9274075af4bf942cc25ff455,b6960b0a3ddc7c55
Huntland,Huntland,grain free puppy,grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/1054/huntland-grain-free-puppy,,dry,puppy,"Chicken Turkey & Salmon 60% (Freshly Prepared Chicken 20%, Dried Chicken 14%, Freshly Prepared Turkey 7%, Freshly Prepared
Salmon 7%, Dried Turkey 7%, Dried Salmon 3%, Chicken Stock 2%), Sweet Potato (22%), Potato, Linseed, Omega 3 Supplement, Beet Pulp, Minerals, Vitamins, Carrot (0.2%), Peas (0.07%), Glucosamine (170 mg/kg), Methylsulfonylmethane (170 mg/kg), Chondroitin Sulphate (125 mg/ Kg), Vegetable Stock, Nucleotides, FOS (96 mg/kg), MOS (24 mg/kg).",en,,,,,,,,,aadf,2025-09-12T08:53:18.446596,9e46d96efd85975aa8fa6040e2ea0757,631ca0fb00958e0d
Purizon,Purizon,adult cans,cans,https://www.allaboutdogfood.co.uk/dog-food-reviews/3786/purizon-adult-cans,,wet,adult,"45% Chicken Fillet, 28.8% Broth, 10% Turkey Liver and Gizzards, 5% Black Angus Lung and Heart, 5% Chicken Fat, 3% Sweet Potato, 2% Cranberry, 1% Minerals, 0.2% Salmon Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446670,9fb3c7aefb01a2ad09319595eaab0f70,9af321466d807768
Hill's Science,Hills Science,plan puppy 1,plan 1,https://www.allaboutdogfood.co.uk/dog-food-reviews/0138/hills-science-plan-puppy-1,,wet,puppy,"Chicken, Maize, Barley, Soybean Meal, Pork Liver, Minerals, Fish Oil.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446744,8563a4317cb583c3bcfe0376da57bbee,e6b18c8a7f4fdc02
Barking Heads,Barking Heads,all hounder grain free,all hounder grain free,https://www.allaboutdogfood.co.uk/dog-food-reviews/0635/barking-heads-all-hounder-grain-free,,dry,unknown,"Salmon 50% (26% Freshly Prepared Scottish Salmon, 20% Dried Salmon, 4% Salmon Oil), Sweet Potato (26%), Potato, Peas (10%), Lucerne, Minerals, Yeast Products (1000mg/kg), Chicory Root Extract (1000mg/kg), Seaweed, Dried Carrot (500mg/kg), Mixed Herbs (Peppermint, Rosemary, Oregano, Thyme 500mg/kg), Beta Glucans.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446829,4e655f87144b835248fe52d65681a097,96d65758ad12adfd
Husse,Husse,valp farm,valp farm,https://www.allaboutdogfood.co.uk/dog-food-reviews/2443/husse-valp-farm,,wet,puppy,"Chicken Meal 35%, Potato, Peas, Pork Fat, Linseed, Hydrolysed Animal Protein, Vegetable Fibres, Yeast, Salmon Oil, Minerals, Krill, Fructo-Oligosaccharides (0.5%), Psyllium (0.5%), Dried Whole Eggs, Sea Algae, Lecithin, Mannan-Oligosaccharides (0.1%), Fatty Acid Salt, Rosemary, Tagetes, Green Tea.",en,,,,,,,,,aadf,2025-09-12T08:53:18.446996,dda4dba18f57a5f6ce40ebde2e33b2fc,06d3ce9d66c6e8ca
Heights,Heights,farm adult extra joint care,farm extra joint care,https://www.allaboutdogfood.co.uk/dog-food-reviews/1534/heights-farm-adult-extra-joint-care,,dry,adult,"Lamb Meal (26%), Rice (25%), Oats (10%), Barley, Chicken Fat, Prairie Meal, Peas, Full Fat Linseed, Egg, Unmolassed Beet Pulp, Yeast, Sodium Chloride, Salmon Oil, Glucosamine, Milk Thistle, Nettle, Seaweed, Yucca Schidigera, Green Lipped Mussel, Kale, Beetroot, Rosemary, Mannan-Oligosaccharides.",en,,,,,,,,,aadf,2025-09-12T08:53:18.447082,b8e9074f5367d575bb7b4f51a01cbce3,c9310edd94385b88
Beta,Beta,adult,,https://www.allaboutdogfood.co.uk/dog-food-reviews/0252/beta-adult,,wet,adult,"Chicken Meal (28%), Wheat, Corn, Poultry Fat, Wheat Middling, Dried Beet Pulp, Digest, Soya Meal, Dried Chicory Root (1%), Minerals, Dried Carrot (0.07%), Dried Spinach (0.07%), Dried Parsley (0.07%), Natural Antioxidants.",en,,,,,,,,,aadf,2025-09-12T08:53:18.447170,557080ea9f0cd0c8d55536f8f206d5ea,661f99b8c0d8781f
Husse,Husse,digest giant,digest,https://www.allaboutdogfood.co.uk/dog-food-reviews/1451/husse-digest-giant,,wet,adult,"Lamb Meal 24%, Rice, Rice Flour, Pork Fat, Salmon Meal 6%, Linseed, Yeast, Vegetable Fibres, Hydrolysed Animal Protein, Salmon Oil, Fructo-Oligosaccharides (0.3%), Potassium Chloride, Lecithin, Sea Algae, Tagetes.",en,,,,,,,,,aadf,2025-09-12T08:53:18.447308,022e3eff373fb09b2ceac10fbc3e9180,ed3dfb6350b5f245
Pets at Home,Pets at Home,complete nutrition dry puppy,complete nutrition,https://www.allaboutdogfood.co.uk/dog-food-reviews/2972/pets-at-home-complete-nutrition-dry-puppy,,dry,puppy,"Cereals, Meat and Animal Derivatives (Including Chicken 14%), Derivatives of Vegetable Origin (Including Chicory Extract 0.1%), Vegetables (Including Peas 5%), Minerals, Oils and Fats, Fish and Fish Derivatives, Yeasts.",en,,,,,,,,,aadf,2025-09-12T08:53:18.447421,a95d3ecb628858f0ae89b21dbe176709,bcfb372a3d436b27
Mcintyres,Mcintyres,wet cans,cans,https://www.allaboutdogfood.co.uk/dog-food-reviews/4432/mcintyres-wet-cans,,wet,adult,"Meat and Animal Derivatives 40% (Including 4% Chicken), Cereals, Derivatives of Vegetable Origin, Minerals, Various Sugars.",en,,,,,,,,,aadf,2025-09-12T08:53:18.447559,ca66a101d2d17989e14ae733c1107a56,5643a7abe62c1988
